Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
2006,  87.470,  65.690,  54.610,  64.460,  69.450, 103.940, 117.670,  56.220, 142.760, 158.520,  92.730,  91.710
2007,  85.890,  47.780,  69.820,  87.830,  44.510,  51.500,  93.730,  43.590,  64.130,  92.270,  98.330, 113.570
2008,  66.680, 125.430, 102.830,  68.620,  65.080, 117.480, 121.510, 105.440,  74.580, 109.160,  92.020, 140.940
2009,  63.220,  57.060,  62.500, 114.060,  99.380,  81.760, 113.010, 110.130,  56.750, 105.170,  51.700,  97.060
2010,  61.180,  44.790,  60.510,  38.010,  72.770, 167.620, 103.630,  95.890, 111.440, 112.510,  90.220,  62.120
2011,  50.290,  73.880, 103.980, 159.480, 141.860,  81.710,  60.780, 114.090, 103.600, 112.280,  80.310,  86.760
2012,  89.590,  37.810,  45.030,  60.910,  62.290,  97.500,  62.780,  60.960, 117.690, 118.780,  28.100, 113.550
2013,  66.520,  83.700,  30.070,  93.500,  83.810, 148.560, 109.610,  80.550,  86.530, 119.540,  81.370,  88.210
2014,  71.820,  76.330,  63.030, 104.860, 106.690, 120.380, 125.250,  91.330,  71.010,  85.050,  66.250,  49.860
2015,  61.040,  61.220,  29.270,  81.690,  67.210, 199.880,  68.370,  87.820,  95.580,  98.990,  48.320,  83.650
2016,  57.040, 102.660,  78.510,  52.690,  41.480,  58.110,  39.020,  92.910,  66.040, 125.170,  65.580,  92.500
2017,  89.390,  75.520,  78.710, 133.640, 154.440, 127.750, 120.530,  89.450,  57.640, 153.140,  88.960,  74.370
2018,  93.080,  77.680,  61.040, 117.840,  54.980,  65.890,  79.430, 109.010,  78.780, 102.880, 122.240,  82.540
2019,  97.420,  77.560,  59.170,  98.230, 134.580, 113.490,  72.200,  79.020,  87.830, 151.310,  73.970,  95.000
2020,  96.190,  66.660,  79.640,  68.560,  66.200,  48.000,  76.560, 112.610,  56.880,  95.690,  76.070, 104.420
2021,  50.220,  55.710,  47.660,  74.420,  40.560,  79.960, 179.050,  84.910, 125.070, 144.850,  68.330,  77.910
2022,  62.550, 102.690,  73.850,  80.290,  85.360,  83.820,  91.150, 106.410,  89.750,  47.070,  99.550, 103.300
2023,  92.430,  64.340,  85.450, 108.930,  58.580,  94.210, 131.510, 114.180,  33.280,  84.580,  62.680, 112.830
2024, 108.810,  28.820,  65.140, 109.590,  67.160, 123.530, 131.040, 133.300,  67.140,  49.460,  78.990, 108.850
