Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
2006,  80.530,  76.040,  50.740,  66.100,  81.300,  53.700,  91.170,  76.230,  94.630, 126.470,  67.630,  87.000
2007,  58.410,  32.720,  63.220,  77.440,  54.710,  59.020,  60.500,  83.320,  55.020,  81.950,  51.840,  68.070
2008,  87.820,  70.940,  41.140,  83.520,  69.410, 123.900, 100.610,  65.170,  88.630,  55.920,  76.610, 111.830
2009,  45.040,  72.960,  44.590,  93.550,  68.690,  81.390,  66.590, 107.520,  48.740, 124.570,  33.210,  62.170
2010,  21.270,  19.780,  12.510,  46.710,  75.690, 155.640, 107.100,  65.630, 129.270,  57.960,  63.900,  43.860
2011,  40.440,  39.570,  61.360, 146.220,  93.810, 102.400,  60.720,  85.360,  99.840, 122.090,  69.710,  49.840
2012,  54.150,  32.600,  71.060,  45.770,  58.990,  91.590,  69.360,  70.630,  57.920, 141.530,  20.840,  64.820
2013,  97.560,  62.940,  34.840, 136.670, 104.280,  61.320,  87.270,  50.210,  78.780, 113.650, 101.250,  64.240
2014,  56.970,  36.850,  32.960,  95.230,  74.550,  67.720, 103.100, 104.950, 115.770,  96.060,  80.200,  42.540
2015,  37.100,  30.030,  22.980,  59.460,  89.880, 101.110,  47.800,  97.000,  82.730,  69.300,  75.340,  75.840
2016,  56.520,  61.330, 117.240,  72.440,  48.490,  46.020,  70.870, 128.750,  82.430,  71.830,  47.160,  63.270
2017,  77.790,  60.800,  74.940, 123.270,  81.550, 127.680,  64.010,  72.260,  54.380, 123.790,  69.100,  46.780
2018,  58.260,  73.390,  31.000, 104.210,  81.450,  34.970,  71.630, 120.980,  62.410, 110.850,  68.500,  58.920
2019,  72.560,  69.570,  53.940,  94.920, 104.250, 100.140,  64.050,  51.900,  93.240, 134.280,  85.020,  79.160
2020,  84.130,  45.360,  68.060,  63.660,  90.040,  56.830,  95.590, 109.080,  78.420,  94.890,  50.310,  51.110
2021,  27.900,  42.140,  34.260,  45.540,  48.460, 103.760, 122.260,  90.730, 111.160,  92.660,  56.290,  62.680
2022,  29.660,  57.960,  99.970,  75.220,  67.820,  78.640,  56.110, 101.430,  53.940,  76.460,  49.490,  51.240
2023,  52.670,  70.070,  71.570, 100.740,  44.820,  49.030, 143.020,  98.480,  43.390,  98.430,  60.230,  52.030
2024,  71.210,  22.480,  73.380, 112.890,  85.220, 113.530, 114.970,  66.600,  29.340,  40.030,  82.090,  72.970
